id,类别,等级,名字,描述,基础威力,经验系数,修炼效果,运功效果,威力系数,修炼需求,攻击范围,伤害范围,使用特效,内力消耗,所属势力,使用目标,攻击架势,防御架势,召唤ID,使用次数,动作,子弹,特效,使用武器,伤害顺序,角色位移,Trail,隐藏
376,拳掌,3,药王毒手,药王谷虽治病救人之所，其用毒亦是一绝。此手法将毒物暗藏掌心随招式拍出，所中之处立时腐化溃烂，痛苦难忍,14,0.9,毒术潜力1;拳掌1;智力1,,智力3;拳掌1;毒术3,拳掌40;智力30;毒术25,"2,1,2","7,0,0",毒素0.08;疗伤0.08,17,2,0,胸12;手8,胸6;手8,,,skill0_1,,毒素-Target-Grid-Happen,拳,Same,FALSE,0,0
377,射术,3,扁鹊神针,扁鹊所传针灸之法，其手法独到，不拘一格，所取穴位无不精奇巧妙，能令腐骨生肌，假死之人复生,-12,1.1,智力潜力1;射术1;医术潜力1,,医术0.3;射术0.1;内力0.02,射术30;智力25;医术45,"1,0,2","0,0,0",恢复0.06;康复0.06,21,2,1,,,,,skill5_0,4-----1.1,治疗-Target-Grid-Happen,,Same,FALSE,0,0
378,内功,4,神农本草秘要,假托神农之名的古代药学典籍，其中方剂分门别类，包罗万千，更兼君臣佐使，触类旁通之高深经脉运行法门,,1,医术潜力2;毒术潜力2;内功2,生命上限100;内力上限100;内功10;经脉10;医术10;毒术5;疗伤0.06;康复0.12;抗耐药性0.06,,内功55;经脉45;医术55,,,,0,2,0,,,,,,,,,Same,FALSE,0,0
379,绝技,4,枯骨生肉法,药王谷独门的开方配药，辨证施治之法，采百家之长，集历代精粹，乃当世从医者皆梦寐以求的神妙典籍,,1.2,智力潜力1;体质潜力1;医术2,智力15;医术15;疗伤0.06;康复0.06;不愈0.06;抗耐药性0.06,,绝技50;智力45;医术65,,,,0,2,0,,,,,,,,,Same,FALSE,0,0
380,拳掌,4,大慈大悲指,此指法以慈悲为名，本是助人化解内伤之法，若是反其道而行之，便能吸收敌人内力，助自己调息养伤,12,1,经脉潜力1;内功潜力1;体质1,,经脉4;医术4;内力0.4,拳掌50;经脉40;医术60,"4,0,0","5,1,2",恢复0.1;不愈0.1;康复0.1,22,2,0,心12;腹12,心10;腹10,,,skill0_2,,气流-Target-Grid-Happen;真气-Target-Grid-Happen,拳,Same,FALSE,0,0
381,拳掌,4,化脉神掌,救治走火入魔者时，需以掌力化去其体内淤积乱行之内息。对敌时，此掌法也可化去其丹田所蕴含之内息，使其虚弱无比,19,1.1,拳掌潜力2;拳掌1;经脉1,,经脉4;拳掌1;内力0.4,拳掌60;经脉55,"0,1,3","0,0,1",削内0.5,26,2,0,手9;腹14,手12;腹5,,,skill0_1,,墨爆-Target-Grid-Happen;真气喷-Target-Grid-Happen,拳,Same,FALSE,0,0
382,射术,4,无影神针,用于治病救人之极细银针，以独特手法发出，无声无息，无踪无影，可于无形之间伤人要穴，断人经脉,18,0.9,智力潜力1;经脉潜力1;射术1;智力1,,智力3;射术3;医术2,射术45;智力45;医术65,"0,2,6","0,0,0",虚弱0.1;伤筋0.1,25,2,0,足10;腹18,足2;腹4,,,skill5_0,4-----1.2,闪光-Target-Grid-Happen;极速剑影-Target-Grid-Happen,,Same,FALSE,0,0
383,内功,5,黄帝秘经,相传药王祖师孙思邈从黄帝内经中所悟隐秘之法，并凭此享寿元一百四十有余，乃调经养元，延年益寿之至高法门,,1,体质潜力1;经脉潜力2;内功潜力1,生命上限120;内力上限120;内功10;经脉10;智力10;医术10;毒术5;疗伤0.09;康复0.09;抗耐药性0.09,,内功70;经脉60;医术70,,,,0,2,0,,,,,,,,,Same,FALSE,0,0
384,拳掌,5,灵犀一指,药王谷医术最高手法，需将五指功夫练至化境，劲道妙至毫巅，或悬丝诊脉，或摘叶飞花，皆若探囊取物,20,1.2,拳掌潜力2;智力潜力2;拳掌1,,智力4;拳掌2;内力0.4,拳掌70;智力70,"0,1,3","0,0,0",手臂点穴0.08;心胸点穴0.08;头颈点穴0.08,30,2,0,心10;腹10;手10,心10;腹10;手10,,,skill0_2,,旋叶-Target-Grid-Start;花散-Target-Grid-Happen;闪光-Target-Grid-Happen,拳,Same,FALSE,0,0
385,内功,0,敲碗诀,街边乞丐一遍以筷子敲碗，一遍所唱之歌谣，其吐字换气中暗含丐帮入门内功心法,,0.8,内功1,生命上限20;内力上限20;内功4;力道2;经脉2;卸力0.04,,内功5,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
386,轻功,0,野狗步,市井流氓的逃跑之法，纵跳乱窜，形状颇为不雅,,0.8,轻功1,轻功2;体质4;速度0.04;负面抗性0.04,,轻功5,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
387,绝技,0,快板功,说书唱曲，乞讨卖艺之乐器，可锻炼五指灵活,,0.9,绝技1,绝技4;灵巧2;经脉2;蓄力0.02;拳掌威力0.02,,绝技5;灵巧5,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
388,拳掌,0,五行六合拳,低级武师和打手所用的入门级拳法，招式略显笨拙，但贵在简单实用,10,0.8,力道1,,力道2;拳掌1;内力0.2,力道5,"0,1,1","0,0,0",命中0.04,5,3,0,胸16,胸8,,,skill0_0,,打击3-Target-Grid-Happen,拳,Same,FALSE,0,0
389,拳掌,0,快活十三掌,地痞流氓常用武功，章法散漫，好似胡打乱挥一气，却也能唬住一些武功低微者,9,0.7,拳掌1,,经脉1;拳掌2;内力0.1,拳掌5,"0,1,1","7,0,0",蓄力0.06,4,3,0,腹19,腹3,,,skill0_1,,三连打击-Target-Grid-Happen,拳,Same,FALSE,0,0
390,长兵,0,铁扫帚,杂役家仆所使的扫帚功法，用来打扫灰尘尚可，若与人对敌则少显威力不足,8,0.8,体质1,,体质2;长兵1;内力0.1,体质5,"4,0,0","5,1,2",昏沉0.06,3,3,0,头16,头11,,,skill3_1,,尘土-Target-Grid-Happen,长兵,Distance,FALSE,0,0
391,长兵,0,花子棍,乞丐沿街乞讨时，往往手拄一木棍或竹杆，既可助力行走，遇到地痞恶犬时也能稍作防身之用,11,0.9,长兵1,,长兵3;内力0.2,长兵5,"4,0,0","4,2,3",疲劳0.04,6,3,0,足14,足9,,,skill3_0,,风轮-Target-Grid-Happen,长兵,Same,FALSE,0,0
392,内功,1,内家数来宝,在行乞时配合快板所唱之小曲，由丐帮高手改编后，其路数暗合丐帮基础内功心法，新晋弟子必须熟记,,0.9,内功1;经脉1,生命上限40;内力上限40;内功6;经脉6;卸力0.03;拳掌威力0.03,,内功15;经脉5,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
393,轻功,1,鸟兽散,鸟兽一般四散奔逃而去，丐帮帮众为躲避捕快衙役所必修之步法,,0.8,轻功1;体质1,轻功6;灵巧4;体质4;速度0.04,,轻功10;体质5,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
394,绝技,1,花鼓戏,背着大鼓，沿街边打边唱的卖艺把式，有强身健体，锻炼臂力之功效,,0.8,绝技1;力道1,绝技6;力道3;体质3;壮骨0.03;拳掌威力0.03,,绝技15,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
395,拳掌,1,沾衣十八跌,通过牵制重心使敌人跌倒的肉搏招式，进攻威力较弱，但防守反击时常能让疏忽大意者摔个人仰马翻,10,1.1,拳掌1;力道1,,力道1;拳掌3;内力0.1,拳掌15;力道15,"1,1,1","7,0,0",失衡0.08,9,3,0,足15,足14,,,skill0_1,,气流-Target-Grid-Happen,拳,Same,FALSE,0,0
396,拳掌,1,醉拳,丐帮高手醉酒后意外使出的独到拳法，拳路似醉非醉，似醒非醒，左倒右支，难以捉摸,11,1.2,拳掌1;体质1,,体质2;拳掌2;内力0.2,拳掌20;体质10,"1,1,1","0,0,0",动摇0.06,8,3,0,腹18,腹10,,,skill0_0,,乱刃-Target-Grid-Start;风轮-Target-Grid-Happen,拳,Same,FALSE,0,0
397,长兵,1,拜年棍法,源于乞丐在新春时节拜年乞讨之法，以木棍持续敲击地面，节奏杂乱令人烦躁不堪，然后突然出击之棍法,12,1.1,长兵1;力道1,,力道3;长兵1,长兵10;力道15,"4,0,0","4,2,3",迟缓0.06,11,3,0,头20,头8,,,skill3_1,,地面打击3-Target-Grid-Happen,长兵,Same,FALSE,0,0
398,长兵,1,双棍缠身,相传是无名乞丐长棍被恶徒砍断后，情急之下以两节断棍使出的棍法，颇有几分灵巧快速,13,1.1,长兵1;经脉1,,经脉1;灵巧2;长兵2,长兵15;灵巧15,"3,1,1","0,0,0",不屈0.04,10,3,0,手16,手12,,,skill3_0,,旋棍-Target-Grid-Happen,长兵,Same,FALSE,0,0
399,内功,2,莲花落心法,暗藏在民间戏曲莲花落中的进阶内功心法，若能演唱此贯口，证明此人已步入丐帮正式弟子之行列,,0.9,内功2;经脉1,生命上限60;内力上限60;内功9;经脉9;壮骨0.04;拳掌威力0.04,,内功30;经脉15,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
400,轻功,2,死缠烂打,叫花子行乞时，紧跟目标、不断纠缠之身法。一旦缠住目标，便如同牛皮糖一般，撕扯不下，甩脱不开,,0.8,轻功2;力道1,轻功9;力道9;笨拙0.08;负面加成0.04,,轻功25;力道15,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
401,绝技,2,布袋功,可能源于某位丐帮弟子的悲惨经历，将修习者置于布袋之中，摸爬滚翻，并承受棍棒殴打的强身锻体之法,,0.9,绝技2;体质1,绝技9;体质9;铜皮0.04;卸力0.04,,绝技25;体质20,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
402,拳掌,2,莲花掌,取出淤泥而不染，濯清涟而不妖之掌意，是丐帮之中少有的以柔克刚，以弱胜强之精巧掌法,14,1.1,拳掌2;经脉1,,经脉1;拳掌3;内力0.3,拳掌35;经脉15,"2,1,2","7,0,0",截脉0.04;腰腹点穴0.04,14,3,0,腹18,腹13,,,skill0_1,,莲花转-Target-Grid-Happen;打击4-Target-Grid-Happen,拳,Same,FALSE,0,0
403,拳掌,2,铜锤手,势大力沉，威力刚猛之拳法，双拳翻动挥舞，虎虎生风，撞击时会发出巨大声响，真如铜锤敲击一般,16,1.2,拳掌1;力道2,,力道2;拳掌2;内力0.2,拳掌30;力道25,"0,1,2","0,0,0",压制0.04;眩晕0.04;击退1,17,3,0,头8;胸12,头4;胸6,,,skill0_0,,地面打击-Target-Grid-Happen;狮吼-Target-Grid-Happen,拳,Same,FALSE,0,0
404,长兵,2,莲花乱棍,丐帮进阶棍法，其招式粗中有细，乱中有序，若丐帮弟子围成圆阵使出，则棍影如荷花叶瓣迎风起伏，颇具声势,15,1,长兵2;经脉1,,经脉2;长兵3;内力0.1,长兵30;经脉20,"4,0,0","4,2,4",迟缓0.08,15,3,0,手10;心8,手4;心9,,,skill3_2,,莲花转-Target-Grid-Happen;三连打击-Target-Grid-Happen,长兵,Same,FALSE,0,0
405,长兵,2,哭丧棍法,从叫花子替人哭丧之动作中演化而出，以棍点地，然后快速出击，棍势诡谲凶猛，更兼使用者狂呼乱嚎，真如丧考妣一般,17,1.1,长兵1;体质2,,体质3;长兵1;内力0.1,长兵25;体质25,"2,1,2","0,0,0",动摇0.08,16,3,0,足18,足10,,,skill3_1,,旋棍-Target-Grid-Happen;墨圈-Target-Grid-Happen,长兵,Same,FALSE,0,0
406,内功,3,混天功,丐帮高级内功心法，此功法内息刚猛，遒劲有力，左冲右突之时颇有几分混天动地之威势,,1,内功潜力1;内功1;经脉1,生命上限80;内力上限80;内功8;力道8;经脉8;眩晕0.04;铜皮0.04;拳掌威力0.04,,内功45;经脉25;力道25,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
407,轻功,3,逍遥游,脱胎自道家典籍庄子之轻功，乘天地之正，而御六气之辩，以游无穷，颇为符合丐帮弟子云游天下之意趣,,1.1,轻功潜力1;轻功1;力道1,轻功8;力道8;经脉8;壮骨0.05;通脉0.05,,轻功45;力道30;经脉20,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
408,绝技,3,妙手空空,丐帮中人大多遵纪守法，但情急时仍需干些偷鸡摸狗的勾当，因此留有一式探囊取物的偷盗手法，但贸然以此作奸犯科者也难逃重罚,,0.9,绝技潜力1;绝技1;灵巧1,绝技8;灵巧8;意志8;破招0.05;拳掌威力0.05,,绝技40;灵巧30;意志15,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
409,拳掌,3,鲲鹏拳法,脱胎自道家典籍庄子之拳法，或水击千里，或扶摇直上，招式大开大合，内劲潇洒浑厚,18,1,拳掌潜力1;拳掌1;经脉1,,经脉2;拳掌4;内力0.1,拳掌45;经脉30,"4,0,0","4,1,3",内伤0.05;压制0.05,20,3,0,胸12;腹10,胸6;腹6,,,skill0_0,,升龙斩-Target-Grid-Happen,拳,Same,FALSE,0,0
410,拳掌,3,铁蒲扇手,五指张开如蒲扇挥舞的掌法，刚猛霸气，力道惊人，击出劲风刮到脸上都会隐隐作痛，若着之难免被击退数尺之远,19,1.1,经脉潜力1;拳掌1;力道1,,力道3;拳掌2;内力0.2,拳掌50;力道35,"0,1,2","0,0,0",眩晕0.05;断骨0.05;击退3,22,3,0,头16;胸8,头8;胸2,,,skill0_1,,地爆-Target-Grid-Happen,拳,Same,FALSE,0,0
411,长兵,3,奇门三才棍,此棍法共分三大式，一式敬天，一式敬地，一式敬人，其中招式变换和内劲运用暗合奇门遁甲之法,17,1.2,长兵潜力1;长兵1;经脉1,,经脉3;长兵2;内力0.3,长兵50;经脉30,"3,1,2","7,0,0",通脉0.05;截脉0.05,19,3,0,手10;足10,手7;足7,,,skill3_2,,旋棍-Target-Grid-Happen;八卦光-Target-Grid-Happen,长兵,Distance,FALSE,0,0
412,长兵,3,威武棍法,衙门升堂之时，左右衙役高呼威武之动作中领悟出的棍法，其路数威风凛凛，屏开八面，不时敲击地面发出巨响，震慑敌人心神,18,1,力道潜力1;长兵1;力道1,,力道3;长兵3;内力0.1,长兵45;力道25,"1,1,1","7,0,0",动摇0.05;虚弱0.05,21,3,0,心8;足14,心8;足4,,,skill3_1,,地震波-Target-Grid-Happen,长兵,Same,FALSE,0,0
413,内功,4,混世天罡,至阳至刚之内功心法，其劲力汹涌澎湃，霸道无匹，无法无天，横冲直撞之时甚至会伤及己身，非功力雄厚者难以掌控,,1.1,经脉潜力1;内功潜力1;内功2,生命上限100;内力上限100;内功15;经脉15;重碾0.05;眩晕0.05;拳掌威力0.05,,内功60;经脉50,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
414,绝技,4,虎落平阳,虎落平阳，蛟入浅海，乃是作困兽之斗，集中全身力量博最后一击的丐帮绝学，在生死关头能够发挥出超常的威力,,0.9,力道潜力1;绝技潜力1;绝技2,绝技15;力道15;铜皮0.05;壮骨0.05;拳掌威力0.05,,绝技55;力道45,,,,0,3,0,,,,,,,,,Same,FALSE,0,0
415,拳掌,4,睡梦罗汉拳,相传是跛脚僧于睡梦中传授丐帮前辈的神妙拳法，出招时双眼微闭做昏昏欲睡状，招式空幻奇绝令人如坠梦中而不自知，待惊醒已身中数拳矣,19,1.1,经脉潜力2;拳掌1;经脉1,,经脉3;拳掌3;内力0.3,拳掌65;经脉45,"3,1,1","1,0,1",昏沉0.06;笨拙0.06,23,3,0,胸8;足16,胸6;足10,,,skill0_0,,烟圈-Target-Grid-Happen;佛压-Target-Grid-Happen,拳,Distance,FALSE,0,0
416,拳掌,4,酒仙散手,丐帮前任帮主嗜酒如命，尝饮百杯不醉，并在随性挥舞间，创出这套以醉拳为基础的精妙拳法，其形散神不散，四面出击，潇洒快意，不负酒仙之名,22,1.2,拳掌潜力2;拳掌1;力道1,,力道4;拳掌2;内力0.1,拳掌55;力道55,"2,1,2","0,0,1",压制0.06;断骨0.06;击退2,26,3,0,胸12;腹12,胸4;腹8,,,skill0_1,,墨爪狂-Target-Grid-Start;地面打击4-Target-Grid-Happen,拳,Same,FALSE,0,0
417,长兵,4,吉祥如意棍,名字颇为喜庆，却是丐帮一门精妙非常的棍法。此棍招防守森严，密不透风，更藏有一式自上向下，如同拜年一般的杀招，若闪避不及便有头颅崩碎之危,20,0.9,长兵潜力2;长兵1;经脉1,,经脉2;长兵4;内力0.2,长兵60;经脉40,"4,0,0","4,2,5",铜皮0.06;眩晕0.06,24,3,0,头6;手12,头10;手10,,,skill3_2,,劈砍_红连续-Target-Grid-Happen,长兵,Same,FALSE,0,0
418,长兵,4,黑白无常棍,传说阴间鬼差黑白无常使一对杀威棍，专行赏善罚恶、勾人魂魄之事，阴狠诡谲，险招频出，稍有不慎便会命丧棍下,21,1,力道潜力2;长兵1;力道1,,力道5;长兵1;内力0.1,长兵45;力道60,"3,1,3","7,0,0",脆弱0.06;凝血0.06,25,3,0,心8;足15,心5;足9,,,skill3_1,,喷墨-Target-Grid-Happen,长兵,Distance,FALSE,0,0
419,拳掌,5,降龙掌法,丐帮最强掌法，动作简单无奇但却威力无穷，盖因此掌法将人体之力道与内劲之运用发挥到了极致，因此每击均有排山倒海之力，可以不变应万变矣,26,0.9,拳掌潜力1;力道潜力2;经脉2,,力道2;经脉2;拳掌3;内力0.4,拳掌70;力道70;经脉60,"4,0,0","5,1,3",内伤0.06;断骨0.06;眩晕0.06;击退2,32,3,0,心8;腹10;胸12,心4;腹4;胸4,,,skill0_1,,龙腾全屏-Self-Grid-Start;龙腾爆-Target-Grid-Start;碎地-Target-Grid-Happen,拳,Distance,FALSE,0,0
420,长兵,5,打狗八绝棍,丐帮祖师对战群邪时所创棍法，以“打狗”称之颇有几分戏谑粗俗之意，却是举重若轻，返璞归真，实用至极，无丝毫多余动作之招式,23,1.1,长兵潜力1;经脉潜力2;力道2,,经脉3;长兵5;内力0.1,长兵80;力道55;经脉55,"2,2,4","1,0,1",失衡0.08;迟缓0.06;动摇0.06,28,3,0,手8;足10;头8,手5;足5;头5,,,skill3_2,,墨染-Target-Grid-Start;旋棍-Target-Grid-Happen;墨爆-Target-Grid-Happen,长兵,Distance,FALSE,0,0
421,内功,0,禁军心法,京城守卫禁军所习之入门内功心法，与武林中人的内功相比，颇为简单直接,,0.8,内功1,生命上限30;内力上限10;内功4;力道4;长兵威力0.04,,内功5,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
422,轻功,0,从军行,行伍之人行军时所走步法，不求快速轻巧，但求齐整有力,,0.8,体质1,坐骑加成0.06;减伤2;装备负重2,,轻功5,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
423,绝技,0,举盾术,士兵持盾防御，抵挡攻击之法,,0.9,绝技1,绝技2;体质2;护甲2;反击0.04;装备负重4,,绝技5;体质5,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
424,长兵,0,薛家戟法,薛家家传戟法，注重防御，适合入伍新兵训练使用,10,0.9,长兵1,,力道2;长兵1,长兵5,"4,0,0","5,1,2",铜皮0.04,3,4,0,足13,足12,,,skill3_1,,劈砍_黑白-Target-Grid-Happen,长兵,Distance,FALSE,0,0
425,长兵,0,岳家枪法,岳家家传枪法，注重进攻，适合入伍新兵训练使用,12,0.9,长兵1,,体质1;长兵2,长兵10,"4,0,0","4,2,3",活血0.02,4,4,0,胸17,胸6,,,skill3_0,,火轮-Target-Grid-Happen,长兵,Same,FALSE,0,0
426,长兵,0,舂米戈术,如同舂米一般，上下挥戈之术，乃士兵入伍所必修招式,11,0.8,长兵1,,意志2;长兵1;内力0.1,意志5,"0,1,2","0,0,0",破甲0.04,2,4,0,头16,头8,,,skill3_1,,劈砍_裂地-Target-Grid-Happen,长兵,Same,FALSE,0,0
427,刀法,0,四门刀法,只有四式的刀法，攻击敌人上下左右四处门户，胜在简单易学,9,0.8,刀法1,,力道2;刀法1;内力0.1,力道5,"2,1,1","7,0,0",命中0.04,1,4,0,手15,手10,,,skill2_1,,十字斩-Target-Grid-Happen,刀,Same,FALSE,0,0
428,内功,1,羽林心法,京城守卫禁军所习之基础内功心法，与武林中人的内功相比，忽视了内力修为，更注重实战操练,,0.9,内功1;意志1,生命上限70;内力上限10;内功4;力道4;体质4;回血0.003;长兵威力0.03,,内功10;体质10,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
429,轻功,1,衔枚疾走,将枝条含在口中避免出声的快速隐秘行军之法,,0.9,轻功1;体质1,坐骑加成0.07;速度0.03;长兵威力0.03,,轻功10;意志5,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
430,绝技,1,铁桶功,身披铁甲之人修习的硬功，通过肌肉运劲和姿势调整，令敌人的攻击落在甲胄较厚实处,,0.9,绝技1;力道1,绝技2;力道6;护甲2;卸力0.06;装备负重6,,绝技15;力道5,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
431,长兵,1,折戟沉沙,本是扫击骑兵马腿之戟法，经飞龙门修改后，专攻敌人下盘,11,0.9,长兵1;意志1,,意志1;长兵3;内力0.1,长兵15;意志10,"2,1,2","0,0,1",裂膝0.06,4,4,0,足18,足10,,,skill3_1,,黄沙-Target-Grid-Happen;地刺-Target-Grid-Happen,长兵,Same,FALSE,0,0
432,长兵,1,回马枪术,佯装逃跑时借身体回转之力，给背后追击者致命一击的行伍枪术，因缺乏防御后手而需谨慎使用,14,1.2,长兵1;体质1,,体质2;长兵2,长兵20;体质10,"4,0,0","4,1,2",死战0.04,7,4,0,胸21,胸3,,,skill3_0,,血轮-Target-Grid-Happen,长兵,Same,FALSE,0,0
433,长兵,1,泣血戈术,败军之将所创，悲愤凶狠，志在复仇的全力挥戈之法，刺入人体后，鲜血自戈身滴落，宛若泣血呜咽,13,1.1,长兵1;力道1,,力道3;长兵2,长兵10;力道15,"1,1,2","0,0,0",流血0.06,6,4,0,头19,头7,,,skill3_0,,喷血-Target-Grid-Happen;劈砍_黄裂地-Target-Grid-Happen,长兵,Same,FALSE,0,0
434,刀法,1,斩马刀法,源于沙场之上，斩击骑兵马匹的勇猛刀法，讲求以攻代守，以力胜强,12,1,刀法1;力道1,,力道2;刀法2;内力0.1,刀法15;力道10,"4,0,0","5,1,2",外伤0.06,5,4,0,手20,手8,,,skill2_1,,劈砍_黄-Target-Grid-Happen,刀,Same,FALSE,0,0
435,内功,2,孤烟心经,大漠孤烟直，长河落日圆，此功法源于西北边塞，非身经百战，出生入死之士难以领略其精髓,,1,内功2;体质1,生命上限100;内力上限20;内功6;力道6;意志6;长兵威力0.08,,内功25;体质25,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
436,轻功,2,策马过五关,取关公过五关斩六将之意，横冲直撞，势不可挡，追求冲击力道而非闪避灵活的猛将之步法,,1,轻功2;意志1,坐骑加成0.08;穿甲0.04;横练0.04;装备负重4,,轻功25;意志25,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
437,绝技,2,陷阵之志,陷阵之志，有死无生，乃猛将高顺所率精兵之口号，以此意志修习武功者，心神如铁，不可摧折,,0.9,绝技2;力道1,绝技8;意志8;体质2;霸体0.04;长兵威力0.04,,绝技20;力道30,,,,0,4,0,,,,,,,,,Same,FALSE,0,0
438,长兵,2,飞龙长戟,专攻远距离的戟法，其出势如龙，长攻远击，可谓一寸长一寸强，但难以应付近身肉搏之敌,15,1,长兵1;体质2,,体质2;长兵2;内力0.1,长兵25;体质25,"4,0,0","4,3,4",击退2;凝血0.04,5,4,0,胸10;手10,胸5;手5,,,skill3_1,,火柱-Target-Grid-Happen;腾龙-Target-Grid-Happen,长兵,Same,FALSE,0,0
